ID,STID,OID,PUBMEDID,NCT,DISEASE,DRUG,DRUG2,TIMEWK,TransDV,RESPONSEFINAL,NTOTAL,NOC,BSL,AGE,Male,ECOG0,ECOG1,DSI,DSII,DSIII,DSIV
169,25,48,30711649,NCT01905657,NSCLC,Pembrolizumab,ICI,36,6.03791153026216,66.554054054,NA,77,63.7,63,62,35,65,0,0,0,100
169,25,49,30711649,NCT01905657,NSCLC,control,control,0,8.01856940344233,61.9,NA,273,61.9,62,61,34,65,0,0,0,100
169,25,49,30711649,NCT01905657,NSCLC,control,control,2,6.72319000320624,60.472972973,NA,250,61.9,62,61,34,65,0,0,0,100
169,25,49,30711649,NCT01905657,NSCLC,control,control,6,7.49603259835831,62.162162162,NA,228,61.9,62,61,34,65,0,0,0,100
169,25,49,30711649,NCT01905657,NSCLC,control,control,12,6.40738986746461,61.655405405,NA,182,61.9,62,61,34,65,0,0,0,100
169,25,49,30711649,NCT01905657,NSCLC,control,control,24,3.67353263292591,59.459459459,NA,92,61.9,62,61,34,65,0,0,0,100
169,25,49,30711649,NCT01905657,NSCLC,control,control,36,0.247767133839076,51.35135135,NA,21,61.9,62,61,34,65,0,0,0,100
169,25,50,30711649,NCT01905657,NSCLC,Pembrolizumab,ICI,0,5.46911971015155,61.9,NA,127,61.9,63,62,33,67,0,0,0,100
169,25,50,30711649,NCT01905657,NSCLC,Pembrolizumab,ICI,2,4.76815645854918,60.627681888,NA,122,61.9,63,62,33,67,0,0,0,100
169,25,50,30711649,NCT01905657,NSCLC,Pembrolizumab,ICI,6,7.10833266499334,66.187796209,NA,112,61.9,63,62,33,67,0,0,0,100
169,25,50,30711649,NCT01905657,NSCLC,Pembrolizumab,ICI,12,7.0127211766622,67.004571218,NA,98,61.9,63,62,33,67,0,0,0,100
169,25,50,30711649,NCT01905657,NSCLC,Pembrolizumab,ICI,24,7.62997048188721,71.340023376,NA,70,61.9,63,62,33,67,0,0,0,100
169,25,50,30711649,NCT01905657,NSCLC,Pembrolizumab,ICI,36,7.10110156899123,76.85790797,NA,35,61.9,63,62,33,67,0,0,0,100
169,25,51,30711649,NCT01905657,NSCLC,Pembrolizumab,ICI,0,6.53174569997693,63.6,NA,137,63.6,63,62,35,65,0,0,0,100
169,25,51,30711649,NCT01905657,NSCLC,Pembrolizumab,ICI,2,6.23001100205685,63.33018445,NA,130,63.6,63,62,35,65,0,0,0,100
169,25,51,30711649,NCT01905657,NSCLC,Pembrolizumab,ICI,6,6.09297397432155,63.147455809,NA,128,63.6,63,62,35,65,0,0,0,100
169,25,51,30711649,NCT01905657,NSCLC,Pembrolizumab,ICI,12,5.89242370131726,63.45707378,NA,114,63.6,63,62,35,65,0,0,0,100
169,25,51,30711649,NCT01905657,NSCLC,Pembrolizumab,ICI,24,7.24195669408368,69.312796209,NA,79,63.6,63,62,35,65,0,0,0,100
169,25,51,30711649,NCT01905657,NSCLC,Pembrolizumab,ICI,36,5.90792286719113,71.114464583,NA,43,63.6,63,62,35,65,0,0,0,100
169,25,52,30711649,NCT01905657,NSCLC,control,control,0,4.91081796477024,61.3,NA,114,61.3,62,61,34,65,0,0,0,100
169,25,52,30711649,NCT01905657,NSCLC,control,control,2,3.33770832058562,57.924979185,NA,109,61.3,62,61,34,65,0,0,0,100
169,25,52,30711649,NCT01905657,NSCLC,control,control,6,3.89869507493101,59.769077431,NA,97,61.3,62,61,34,65,0,0,0,100
169,25,52,30711649,NCT01905657,NSCLC,control,control,12,3.19654527548415,59.065382029,NA,76,61.3,62,61,34,65,0,0,0,100
169,25,52,30711649,NCT01905657,NSCLC,control,control,24,2.13555754198742,58.164347701,NA,42,61.3,62,61,34,65,0,0,0,100
169,25,52,30711649,NCT01905657,NSCLC,control,control,36,0.901848011004189,56.756356475,NA,11,61.3,62,61,34,65,0,0,0,100
176,26,53,29129441,NCT02142738,NSCLC,Pembrolizumab,ICI,0,5.99726677474502,62.2,NA,145,62.2,64.5,59.7,35.1,64.3,0,0,0,100
176,26,53,29129441,NCT02142738,NSCLC,Pembrolizumab,ICI,3,6.60535184814127,64.300977199,NA,126,62.2,64.5,59.7,35.1,64.3,0,0,0,100
176,26,53,29129441,NCT02142738,NSCLC,Pembrolizumab,ICI,6,6.15079179447244,63.84495114,NA,117,62.2,64.5,59.7,35.1,64.3,0,0,0,100
176,26,53,29129441,NCT02142738,NSCLC,Pembrolizumab,ICI,15,8.54020045740691,69.708143322,NA,105,62.2,64.5,59.7,35.1,64.3,0,0,0,100
176,26,53,29129441,NCT02142738,NSCLC,Pembrolizumab,ICI,24,8.45756503279624,70.62019544,NA,93,62.2,64.5,59.7,35.1,64.3,0,0,0,100
176,26,53,29129441,NCT02142738,NSCLC,Pembrolizumab,ICI,33,4.49105502774616,63.77980456,NA,63,62.2,64.5,59.7,35.1,64.3,0,0,0,100
176,26,54,29129441,NCT02142738,NSCLC,control,control,0,4.71420959850011,59.9,NA,138,59.9,66,62.9,35.1,64.900000000000006,0,0,0,100
176,26,54,29129441,NCT02142738,NSCLC,control,control,3,5.0211931226343,61.54495114,NA,114,59.9,66,62.9,35.1,64.900000000000006,0,0,0,100
176,26,54,29129441,NCT02142738,NSCLC,control,control,6,4.14203472430864,60.11172638,NA,102,59.9,66,62.9,35.1,64.900000000000006,0,0,0,100
176,26,54,29129441,NCT02142738,NSCLC,control,control,15,3.30757262514117,58.8739414,NA,85,59.9,66,62.9,35.1,64.900000000000006,0,0,0,100
176,26,54,29129441,NCT02142738,NSCLC,control,control,24,3.50156676017162,60.24201954,NA,71,59.9,66,62.9,35.1,64.900000000000006,0,0,0,100
176,26,54,29129441,NCT02142738,NSCLC,control,control,33,2.61248618684136,59.7208469,NA,44,59.9,66,62.9,35.1,64.900000000000006,0,0,0,100
106,27,55,38913881,NCT03036488,TNBC,Pembrolizumab,ICI,0,31.0067486570807,77.39,NA,635,77.39,49,0,86.5,13.5,0,75.3,24.7,0
106,27,55,38913881,NCT03036488,TNBC,Pembrolizumab,ICI,21,14.9342382052679,66.08787234,NA,501,77.39,49,0,86.5,13.5,0,75.3,24.7,0
106,27,56,38913881,NCT03036488,TNBC,control,control,0,22.7810188995039,78.41,NA,312,78.41,48,0,87.4,12.6,0,74.599999999999994,25.1,0
106,27,56,38913881,NCT03036488,TNBC,control,control,21,12.0858286734953,68.19723404,NA,251,78.41,48,0,87.4,12.6,0,74.599999999999994,25.1,0
106,27,55,38913881,NCT03036488,TNBC,Pembrolizumab,ICI,24,22.5511951783961,76.56,NA,363,74,49,0,86.5,13.5,0,75.3,24.7,0
106,27,56,38913881,NCT03036488,TNBC,control,control,24,16.3593471897983,75.866666667,NA,204,72.88,48,0,87.4,12.6,0,74.599999999999994,25.1,0
107,30,57,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,0,10.3879777005357,67.54,NA,201,67.54,52,0,61,39,0,0,0,100
107,30,57,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,3,8.95281231318484,66.048522727,NA,181,67.54,52,0,61,39,0,0,0,100
107,30,57,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,6,10.2149475423247,68.119545455,NA,181,67.54,52,0,61,39,0,0,0,100
107,30,57,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,15,6.96672677668958,63.593977273,NA,156,67.54,52,0,61,39,0,0,0,100
107,30,57,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,24,5.99754203385079,63.517272727,NA,117,67.54,52,0,61,39,0,0,0,100
107,30,57,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,33,5.9415127320699,63.9775,NA,107,67.54,52,0,61,39,0,0,0,100
107,30,57,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,42,4.58991805719051,62.059886364,NA,87,67.54,52,0,61,39,0,0,0,100
107,30,57,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,51,4.45583770204782,62.750227273,NA,73,67.54,52,0,61,39,0,0,0,100
107,30,58,38070159,NCT02819518,TNBC,control,control,0,5.8063559205323,64.54,NA,94,64.54,55,0,60,40,0,0,0,100
107,30,58,38070159,NCT02819518,TNBC,control,control,3,6.5766647940898,67.113863636,NA,85,64.54,55,0,60,40,0,0,0,100
107,30,58,38070159,NCT02819518,TNBC,control,control,6,7.63201069040552,69.798522727,NA,83,64.54,55,0,60,40,0,0,0,100
107,30,58,38070159,NCT02819518,TNBC,control,control,15,4.26052519132614,62.818409091,NA,66,64.54,55,0,60,40,0,0,0,100
107,30,58,38070159,NCT02819518,TNBC,control,control,24,4.04751395727471,63.432045455,NA,54,64.54,55,0,60,40,0,0,0,100
107,30,58,38070159,NCT02819518,TNBC,control,control,33,4.76351955658662,69.108181818,NA,35,64.54,55,0,60,40,0,0,0,100
107,30,58,38070159,NCT02819518,TNBC,control,control,42,3.56661579359157,66.807045455,NA,26,64.54,55,0,60,40,0,0,0,100
107,30,58,38070159,NCT02819518,TNBC,control,control,51,3.60924544121532,68.341136364,NA,22,64.54,55,0,60,40,0,0,0,100
107,30,59,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,0,13.2600958227279,66.28,NA,385,66.28,52,0,60,40,0,0,0,100
107,30,59,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,3,11.8251669754791,65.420401146,NA,344,66.28,52,0,60,40,0,0,0,100
107,30,59,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,6,13.0239714690562,66.890315186,NA,343,66.28,52,0,60,40,0,0,0,100
107,30,59,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,15,8.54585670224416,62.248481375,NA,292,66.28,52,0,60,40,0,0,0,100
107,30,59,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,24,6.77217604661655,61.320114613,NA,216,66.28,52,0,60,40,0,0,0,100
107,30,59,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,33,7.02481489415863,62.86739255,NA,178,66.28,52,0,60,40,0,0,0,100
107,30,59,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,42,6.58225675003185,63.795759312,NA,135,66.28,52,0,60,40,0,0,0,100
107,30,59,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,51,5.94952943830424,63.873123209,NA,109,66.28,52,0,60,40,0,0,0,100
107,30,60,38070159,NCT02819518,TNBC,control,control,0,9.80675457394316,66.79,NA,197,66.79,52,0,64,36,0,0,0,100
107,30,60,38070159,NCT02819518,TNBC,control,control,3,10.0400385187837,68.019226361,NA,177,66.79,52,0,64,36,0,0,0,100
107,30,60,38070159,NCT02819518,TNBC,control,control,6,11.0428818276526,69.489140401,NA,180,66.79,52,0,64,36,0,0,0,100
107,30,60,38070159,NCT02819518,TNBC,control,control,15,6.5446945491132,63.532120344,NA,139,66.79,52,0,64,36,0,0,0,100
107,30,60,38070159,NCT02819518,TNBC,control,control,24,7.41388294575821,66.626676218,NA,115,66.79,52,0,64,36,0,0,0,100
107,30,60,38070159,NCT02819518,TNBC,control,control,33,5.99065578172071,66.239856734,NA,79,66.79,52,0,64,36,0,0,0,100
107,30,60,38070159,NCT02819518,TNBC,control,control,42,5.35741874477344,68.251318052,NA,49,66.79,52,0,64,36,0,0,0,100
107,30,60,38070159,NCT02819518,TNBC,control,control,51,3.84892558534753,65.311489971,NA,37,66.79,52,0,64,36,0,0,0,100
107,30,61,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,0,14.8575430957269,65.85,NA,512,65.85,53,0,59,41,0,0,0,100
107,30,61,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,3,14.127616121773,65.9454,NA,457,65.85,53,0,59,41,0,0,0,100
107,30,61,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,6,14.8842405406502,66.803757225,NA,453,65.85,53,0,59,41,0,0,0,100
107,30,61,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,15,9.88975761985622,62.433815029,NA,379,65.85,53,0,59,41,0,0,0,100
107,30,61,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,24,7.71073265827461,61.419364162,NA,275,65.85,53,0,59,41,0,0,0,100
107,30,61,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,33,7.75472225871564,62.511849711,NA,230,65.85,53,0,59,41,0,0,0,100
107,30,61,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,42,7.58499776943822,63.916473988,NA,176,65.85,53,0,59,41,0,0,0,100
107,30,61,38070159,NCT02819518,TNBC,Pembrolizumab,ICI,51,6.66868344444558,63.682369942,NA,141,65.85,53,0,59,41,0,0,0,100
107,30,62,38070159,NCT02819518,TNBC,control,control,0,11.179294422475,66.7,NA,259,66.7,53,0,62,38,0,0,0,100
107,30,62,38070159,NCT02819518,TNBC,control,control,3,11.5416147927122,68.121965318,NA,231,66.7,53,0,62,38,0,0,0,100
107,30,62,38070159,NCT02819518,TNBC,control,control,6,12.3400545556017,69.214450867,NA,232,66.7,53,0,62,38,0,0,0,100
107,30,62,38070159,NCT02819518,TNBC,control,control,15,7.95598530635406,64.220231214,NA,185,66.7,53,0,62,38,0,0,0,100
107,30,62,38070159,NCT02819518,TNBC,control,control,24,8.15892655173599,66.015028902,NA,151,66.7,53,0,62,38,0,0,0,100
107,30,62,38070159,NCT02819518,TNBC,control,control,33,6.50270715390007,65.780924855,NA,99,66.7,53,0,62,38,0,0,0,100
107,30,62,38070159,NCT02819518,TNBC,control,control,42,5.63162995964756,67.029479769,NA,63,66.7,53,0,62,38,0,0,0,100
107,30,62,38070159,NCT02819518,TNBC,control,control,51,4.0996563995303,64.376300578,NA,48,66.7,53,0,62,38,0,0,0,100
109,28,63,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,0,7.57677471403909,68.6,NA,94,68.6,50,0,54,45,0,0,0,100
109,28,63,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,3,7.24875547496773,69.552380952,NA,77,68.6,50,0,54,45,0,0,0,100
109,28,63,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,6,6.42926272043912,67.435978836,NA,78,68.6,50,0,54,45,0,0,0,100
109,28,63,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,15,4.93733718317425,67.435978836,NA,46,68.6,50,0,54,45,0,0,0,100
109,28,63,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,24,1.56360188815014,57.91216931,NA,24,68.6,50,0,54,45,0,0,0,100
109,28,63,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,33,1.34395448941819,57.64761905,NA,19,68.6,50,0,54,45,0,0,0,100
109,28,63,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,42,1.16836349968879,57.25079365,NA,16,68.6,50,0,54,45,0,0,0,100
109,28,63,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,51,2.49729701850788,70.742857143,NA,8,68.6,50,0,54,45,0,0,0,100
109,28,64,37976633,NCT02555657,TNBC,control,control,0,6.05468977333026,65.2,NA,93,65.2,53,1,51,49,0,0,0,100
109,28,64,37976633,NCT02555657,TNBC,control,control,3,4.92954148301368,63.771428571,NA,76,65.2,53,1,51,49,0,0,0,100
109,28,64,37976633,NCT02555657,TNBC,control,control,6,3.65477975111242,60.464550265,NA,74,65.2,53,1,51,49,0,0,0,100
109,28,64,37976633,NCT02555657,TNBC,control,control,15,1.96015777158616,57.686772487,NA,40,65.2,53,1,51,49,0,0,0,100
109,28,64,37976633,NCT02555657,TNBC,control,control,24,1.35790535092225,56.496296296,NA,27,65.2,53,1,51,49,0,0,0,100
109,28,64,37976633,NCT02555657,TNBC,control,control,33,0.212617544279342,51.6021164,NA,11,65.2,53,1,51,49,0,0,0,100
109,28,64,37976633,NCT02555657,TNBC,control,control,42,0.591969847156548,55.57037037,NA,7,65.2,53,1,51,49,0,0,0,100
109,28,64,37976633,NCT02555657,TNBC,control,control,51,1.25655012844517,61.655026455,NA,7,65.2,53,1,51,49,0,0,0,100
109,28,65,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,0,9.64101403058353,66.93,NA,187,66.93,50,0,54,45,0,0,0,100
109,28,65,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,3,7.51012387856208,64.213950617,NA,165,66.93,50,0,54,45,0,0,0,100
109,28,65,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,6,7.21423533440403,63.967037037,NA,158,66.93,50,0,54,45,0,0,0,100
109,28,65,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,15,5.38580523381491,63.473209877,NA,95,66.93,50,0,54,45,0,0,0,100
109,28,65,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,24,3.53334014383335,62.238641975,NA,50,66.93,50,0,54,45,0,0,0,100
109,28,65,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,33,2.03676319786602,58.905308642,NA,32,66.93,50,0,54,45,0,0,0,100
109,28,65,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,42,1.34213664707014,56.80654321,NA,24,66.93,50,0,54,45,0,0,0,100
109,28,65,37976633,NCT02555657,TNBC,Pembrolizumab,ICI,51,2.46172527489951,68.534938272,NA,10,66.93,50,0,54,45,0,0,0,100
109,28,66,37976633,NCT02555657,TNBC,control,control,0,8.09558635115349,64.53,NA,183,64.53,53,1,51,49,0,0,0,100
109,28,66,37976633,NCT02555657,TNBC,control,control,3,6.52019932522039,62.801604938,NA,155,64.53,53,1,51,49,0,0,0,100
109,28,66,37976633,NCT02555657,TNBC,control,control,6,5.42488777936093,60.826296296,NA,152,64.53,53,1,51,49,0,0,0,100
109,28,66,37976633,NCT02555657,TNBC,control,control,15,3.75057392377959,60.209012346,NA,82,64.53,53,1,51,49,0,0,0,100
109,28,66,37976633,NCT02555657,TNBC,control,control,24,1.68979647722374,55.888024691,NA,51,64.53,53,1,51,49,0,0,0,100
109,28,66,37976633,NCT02555657,TNBC,control,control,33,1.6066315588156,58.480617284,NA,22,64.53,53,1,51,49,0,0,0,100
109,28,66,37976633,NCT02555657,TNBC,control,control,42,1.66139688297814,61.320123457,NA,13,64.53,53,1,51,49,0,0,0,100
109,28,66,37976633,NCT02555657,TNBC,control,control,51,1.85022398444918,62.554691358,NA,13,64.53,53,1,51,49,0,0,0,100
116,29,67,35835611,NCT02628067,Endometrial,Pembrolizumab,ICI,0,5.63136876459457,65.61,NA,76,65.61,64,0,39,61,0,0,0,100
116,29,67,35835611,NCT02628067,Endometrial,Pembrolizumab,ICI,3,5.4958302537908,66.29548387,NA,66,65.61,64,0,39,61,0,0,0,100
116,29,67,35835611,NCT02628067,Endometrial,Pembrolizumab,ICI,6,6.53474522667234,68.83580645,NA,68,65.61,64,0,39,61,0,0,0,100
116,29,67,35835611,NCT02628067,Endometrial,Pembrolizumab,ICI,9,7.32307541089037,71.55758065,NA,63,65.61,64,0,39,61,0,0,0,100
116,29,67,35835611,NCT02628067,Endometrial,Pembrolizumab,ICI,18,7.3049078357482,73.55354839,NA,51,65.61,64,0,39,61,0,0,0,100
116,29,67,35835611,NCT02628067,Endometrial,Pembrolizumab,ICI,27,5.10811387062182,69.38016129,NA,39,65.61,64,0,39,61,0,0,0,100
116,29,67,35835611,NCT02628067,Endometrial,Pembrolizumab,ICI,39,2.3712204642205,60.4890323,NA,31,65.61,64,0,39,61,0,0,0,100
116,29,67,35835611,NCT02628067,Endometrial,Pembrolizumab,ICI,51,4.08393858934518,69.01725806,NA,26,65.61,64,0,39,61,0,0,0,100
116,29,67,35835611,NCT02628067,Endometrial,Pembrolizumab,ICI,63,4.81510175224482,76.2753226,NA,17,65.61,64,0,39,61,0,0,0,100
116,29,67,35835611,NCT02628067,Endometrial,Pembrolizumab,ICI,75,3.54396318437577,68.83580645,NA,20,65.61,64,0,39,61,0,0,0,100
116,29,67,35835611,NCT02628067,Endometrial,Pembrolizumab,ICI,87,4.35685786498401,77.001129,NA,13,65.61,64,0,39,61,0,0,0,100
116,29,67,35835611,NCT02628067,Endometrial,Pembrolizumab,ICI,99,5.12670075496238,77.001129,NA,18,65.61,64,0,39,61,0,0,0,100
116,29,67,35835611,NCT02628067,Endometrial,Pembrolizumab,ICI,111,4.69162628856976,80.4487097,NA,11,65.61,64,0,39,61,0,0,0,100
